name,neighbourhood_cleansed,longitude,latitude,host_location,host_id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,license,property_type,room_type,accommodates,bathrooms_text,price,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_location,reviews_per_month
Rental unit in Shibuya-ku · ★4.45 · Studio · 4 beds · 1 bath,Shibuya Ku,139.69746,35.68177,"Tokyo, Japan",42244167,2015-08-23,100.0,99.0,1.0,114,t,M1300,Entire rental unit,Entire home/apt,7,1 bath,296.28,9,27,43,188,4.45,4.75,2.95
Rental unit in Setagaya-ku · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,Setagaya Ku,139.67042,35.66977,"Ota, Japan",49382056,2015-11-18,100.0,99.0,1.0,2,t,M1300,Entire rental unit,Entire home/apt,2,1.5 baths,48.8,0,0,0,84,4.64,4.73,1.33
Rental unit in Adachi-ku · ★4.67 · 1 bedroom · 1 bed · 1 bath,Adachi Ku,139.80342,35.74557,"Chiba, Japan",206722777,2018-08-01,90.0,99.0,1.0,3,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,132.46,27,56,86,91,4.67,4.6,1.45
Rental unit in Shinjuku City · ★4.88 · Studio · 2 beds · 1 bath,Toshima Ku,139.70845,35.71435,"Tokyo, Japan",176943783,2018-03-06,100.0,92.0,0.0,3,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,108.06,23,53,80,17,4.88,4.71,0.3
Home in 豊島区 · ★4.85 · 4 bedrooms · 4 beds · 1.5 baths,Toshima Ku,139.70041,35.72639,"Toshima, Japan",219626956,2018-10-09,100.0,97.0,0.0,1,t,M1300,Entire home,Entire home/apt,10,1.5 baths,179.16,0,0,0,115,4.85,4.61,1.83
Hut in Toshima · ★4.0 · 1 bedroom · 2 beds · 1 shared bath,Toshima Ku,139.68942,35.72305,,70755252,2016-05-07,100.0,100.0,1.0,3,t,Hotels and Inns Business Act,Private room in hut,Private room,2,1 shared bath,48.8,18,46,76,15,4.0,4.6,0.24
Rental unit in Ōta-ku · ★4.91 · 1 bedroom · 2 beds · 1 bath,Ota Ku,139.73718,35.55874,"Tokyo, Japan",195984871,2018-06-16,100.0,99.0,1.0,14,t,Special Economic Zoning Act,Entire rental unit,Entire home/apt,2,1 bath,86.27,13,28,55,11,4.91,4.73,0.18
Rental unit in Ota · ★4.81 · 1 bedroom · 2 beds · 1 bath,Ota Ku,139.72934,35.56056,"Tokyo, Japan",195984871,2018-06-16,100.0,99.0,1.0,14,t,Special Economic Zoning Act,Entire rental unit,Entire home/apt,2,1 bath,86.27,10,20,46,21,4.81,3.95,0.34
Rental unit in Minato-ku · ★4.50 · 2 bedrooms · 4 beds · 1 bath,Minato Ku,139.75506,35.65824,"Shinjuku, Japan",26107414,2015-01-14,100.0,100.0,1.0,20,t,M1300,Entire rental unit,Entire home/apt,5,1 bath,223.08,0,0,0,122,4.5,4.8,1.94
Condo in Katsushika · ★4.76 · 1 bedroom · 2 beds · 1 bath,Katsushika Ku,139.86708,35.75317,"Shinjuku, Japan",71920606,2016-05-14,100.0,100.0,0.0,38,t,Hotels and Inns Business Act,Entire condo,Entire home/apt,3,1 bath,48.62,2,5,18,63,4.76,4.46,1.01
Rental unit in Shibuya City · ★4.68 · 1 bedroom · 4 beds · 1 bath,Shibuya Ku,139.6996,35.68183,"Tokyo, Japan",79010327,2016-06-21,100.0,100.0,1.0,4,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,252.72,4,4,4,109,4.68,4.85,1.95
Home in Setagaya-ku · ★4.96 · 2 bedrooms · 4 beds · 1 bath,Setagaya Ku,139.66883,35.64056,"Tokyo, Japan",216510009,2018-09-21,100.0,92.0,0.0,2,t,Hotels and Inns Business Act,Entire home,Entire home/apt,6,1 bath,237.03,16,23,50,57,4.96,4.98,0.92
Hut in Ōta · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,Ota Ku,139.74005546306054,35.56864992610374,"Ōta, Japan",219597222,2018-10-09,100.0,97.0,0.0,3,t,Hotels and Inns Business Act,Shared room in hut,Shared room,1,2 shared baths,37.07,9,9,27,13,5.0,4.54,0.22
Hut in Ōta · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,Ota Ku,139.74001516654343,35.568567647745816,"Ōta, Japan",219597222,2018-10-09,100.0,97.0,0.0,3,t,Hotels and Inns Business Act,Shared room in hut,Shared room,1,2 shared baths,29.05,10,10,28,11,5.0,4.73,0.21
Home in Taitō-ku · ★4.63 · 2 bedrooms · 4 beds · 1 bath,Taito Ku,139.76418,35.72853,"Arakawa City, Japan",208210870,2018-08-08,100.0,92.0,1.0,6,t,M1300,Entire home,Entire home/apt,8,1 bath,215.94,13,18,27,27,4.63,4.74,0.44
Rental unit in Shinjuku · ★4.62 · 2 bedrooms · 4 beds · 1.5 baths,Shinjuku Ku,139.69759,35.70107,,30324135,2015-03-31,100.0,91.0,1.0,55,t,M1300,Entire rental unit,Entire home/apt,5,1.5 baths,320.68,0,0,0,85,4.62,4.8,1.35
Rental unit in Shinjuku · ★4.62 · 2 bedrooms · 4 beds · 1.5 baths,Shinjuku Ku,139.69566,35.7002,,30324135,2015-03-31,100.0,91.0,1.0,55,t,M1300,Entire rental unit,Entire home/apt,5,1.5 baths,320.68,5,10,14,61,4.62,4.9,0.98
Rental unit in Shinjuku · ★4.73 · 2 bedrooms · 4 beds · 1.5 baths,Shinjuku Ku,139.69657,35.69972,,30324135,2015-03-31,100.0,91.0,1.0,55,t,M1300,Entire rental unit,Entire home/apt,5,1.5 baths,317.2,5,22,35,70,4.73,4.89,1.11
Home in 中野区 · ★4.35 · 1 bedroom · 2 beds · 1 shared bath,Nakano Ku,139.67234,35.70131,"Tokyo, Japan",147064630,2017-08-21,100.0,100.0,1.0,1,t,M1300,Private room in home,Private room,2,1 shared bath,44.88,0,0,0,31,4.35,4.67,0.5
Rental unit in Setagaya-ku · ★4.43 · 1 bedroom · 1 bed · 1 bath,Setagaya Ku,139.65502,35.66345,"Chuo City, Japan",217142311,2018-09-24,100.0,97.0,1.0,3,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,80.38,12,29,59,74,4.43,4.92,1.17
Hut in Toshima-ku · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,Toshima Ku,139.68942,35.72305,,70755252,2016-05-07,100.0,100.0,1.0,3,t,Hotels and Inns Business Act,Private room in hut,Private room,2,1 shared bath,48.8,17,43,66,14,4.86,4.64,0.22
Rental unit in Setagaya-ku · ★4.59 · 1 bedroom · 3 beds · 1 bath,Setagaya Ku,139.65709,35.6619,"Chuo City, Japan",217142311,2018-09-24,100.0,97.0,1.0,3,t,M1300,Entire rental unit,Entire home/apt,5,1 bath,107.18,21,51,81,79,4.59,4.82,1.25
Rental unit in Setagaya-ku · ★4.48 · 1 bedroom · 3 beds · 1 bath,Setagaya Ku,139.65671,35.66344,"Chuo City, Japan",217142311,2018-09-24,100.0,97.0,1.0,3,t,M1300,Entire rental unit,Entire home/apt,5,1 bath,125.04,1,26,56,94,4.48,4.66,1.5
Hostel in 港区 · ★4.28 · 1 bedroom · 1 bed · 1 private bath,Minato Ku,139.73593,35.67323,,219995836,2018-10-11,99.14269266195886,100.0,1.0,2,t,Hotels and Inns Business Act,Private room in hostel,Private room,2,1 private bath,87.14,0,0,0,29,4.28,4.79,0.52
Rental unit in Minato-ku · ★4.57 · 1 bedroom · 2 beds · 1.5 shared baths,Minato Ku,139.7375,35.64695,"Minato City, Japan",218369769,2018-10-02,100.0,96.0,1.0,22,t,M1300,Private room in rental unit,Private room,2,1.5 shared baths,49.84,17,47,58,28,4.57,4.54,0.44
Rental unit in Minato-ku · ★4.65 · 1 bedroom · 1 bed · 1.5 shared baths,Minato Ku,139.73747,35.64669,"Minato City, Japan",218369769,2018-10-02,100.0,96.0,1.0,22,t,M1300,Private room in rental unit,Private room,2,1.5 shared baths,50.37,0,0,0,26,4.65,4.81,0.41
Rental unit in Shinjuku-ku · ★4.83 · 2 bedrooms · 2 beds · 1 bath,Shinjuku Ku,139.69758,35.69932,"Tokyo, Japan",43979015,2015-09-12,100.0,96.0,1.0,6,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,122.0,8,18,22,12,4.83,4.92,0.2
Rental unit in Shinjuku-ku · ★4.80 · 1 bedroom · 2 beds · 1 bath,Shinjuku Ku,139.70668,35.69872,"Tokyo, Japan",43979015,2015-09-12,100.0,96.0,1.0,6,t,M1300,Private room in rental unit,Private room,4,1 bath,48.8,0,0,0,5,4.8,5.0,0.09
Rental unit in Shinjuku-ku · ★4.75 · 1 bedroom · 2 beds · 1 private bath,Shinjuku Ku,139.70405,35.70012,"Tokyo, Japan",43979015,2015-09-12,100.0,96.0,1.0,6,t,M1300,Private room in rental unit,Private room,2,1 private bath,42.7,1,4,6,4,4.75,4.75,0.07
Hostel in 東京 · ★4.52 · 1 bedroom · 2 beds · 2 baths,Setagaya Ku,139.6429901123047,35.63229751586914,"Kyoto, Japan",20384361,2014-08-22,100.0,100.0,0.0,22,t,Hotels and Inns Business Act,Private room in hostel,Private room,2,2 baths,53.68,5,19,41,21,4.52,4.9,0.34
Rental unit in Minato-ku · ★4.37 · 1 bedroom · 2 beds · 1.5 shared baths,Minato Ku,139.73602,35.64869,"Minato City, Japan",218369769,2018-10-02,100.0,96.0,1.0,22,t,M1300,Private room in rental unit,Private room,2,1.5 shared baths,59.43,19,49,63,27,4.37,4.78,0.43
Hostel in 東京 · ★4.71 · 1 bedroom · 1 bed · 2 baths,Setagaya Ku,139.6429901123047,35.63229751586914,"Kyoto, Japan",20384361,2014-08-22,100.0,100.0,0.0,22,t,Hotels and Inns Business Act,Private room in hostel,Private room,1,2 baths,52.11,2,16,46,68,4.71,4.79,1.08
Rental unit in Minato-ku · 4 bedrooms · 8 beds · 1.5 baths,Minato Ku,139.73738,35.64807,"Minato City, Japan",218369769,2018-10-02,100.0,96.0,1.0,22,t,M1300,Entire rental unit,Entire home/apt,9,1.5 baths,262.3,8,38,68,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in Taitō-ku · ★4.64 · 2 bedrooms · 4 beds · 1 bath,Taito Ku,139.79981,35.72038,,218500469,2018-10-02,100.0,100.0,1.0,1,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,122.0,23,38,61,44,4.64,4.36,0.7
Rental unit in Taitō-ku · ★4.94 · 7 bedrooms · 11 beds · 5 baths,Taito Ku,139.78599,35.7045,,118606355,2017-03-01,97.0,100.0,1.0,6,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,16,5 baths,517.98,2,9,17,31,4.94,4.77,0.49
Condo in Minato-ku · ★4.93 · 2 bedrooms · 3 beds · 1 bath,Minato Ku,139.75256,35.65724,"Minato, Japan",37312047,2015-07-02,100.0,100.0,0.0,5,t,M1300,Entire condo,Entire home/apt,4,1 bath,152.5,29,59,89,27,4.93,4.96,0.45
Rental unit in Shinjuku-ku · ★4.93 · 1 bedroom · 8 beds · 1 shared bath,Shinjuku Ku,139.70431518554688,35.69846725463867,"Shinjuku City, Japan",178381195,2018-03-14,100.0,96.0,0.0,12,t,M1300,Shared room in rental unit,Shared room,8,1 shared bath,44.39,0,6,27,46,4.93,4.93,0.8
Rental unit in Minato-ku · ★4.88 · 1 bedroom · 2 beds · 1 bath,Minato Ku,139.73656,35.67522,"Tokyo, Japan",198552582,2018-06-28,100.0,100.0,1.0,30,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,95.51,3,7,7,16,4.88,5.0,0.28
Rental unit in Kōtō-ku · ★4.57 · 2 bedrooms · 1.5 baths,Koto Ku,139.83816,35.69897,"Koto City, Japan",33962432,2015-05-22,100.0,99.0,1.0,19,t,Hotels and Inns Business Act,Private room in rental unit,Private room,2,1.5 baths,61.43,11,41,71,14,4.57,4.29,0.22
Rental unit in Kōtō-ku · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,Koto Ku,139.83633,35.6973,"Koto City, Japan",33962432,2015-05-22,100.0,99.0,1.0,19,t,Hotels and Inns Business Act,Private room in rental unit,Private room,2,1.5 baths,75.06,11,41,71,3,5.0,5.0,0.06
Hostel in 杉並区 · ★4.70 · 1 bedroom · 4 beds · 3.5 shared baths,Suginami Ku,139.64757,35.70057,"Suginami City, Japan",38655722,2015-07-16,100.0,99.0,1.0,7,t,Hotels and Inns Business Act,Room in hostel,Hotel room,1,3.5 shared baths,33.12,28,55,85,23,4.7,4.91,0.37
Rental unit in Kōtō-ku · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,Koto Ku,139.83611,35.69877,"Koto City, Japan",33962432,2015-05-22,100.0,99.0,1.0,19,t,Hotels and Inns Business Act,Private room in rental unit,Private room,2,1.5 baths,67.1,25,55,85,8,5.0,4.75,0.13
Aparthotel in Kōtō-ku · ★4.35 · 1 bedroom · 1 bed · 1.5 baths,Koto Ku,139.83775,35.69867,"Koto City, Japan",33962432,2015-05-22,100.0,99.0,1.0,19,t,Hotels and Inns Business Act,Room in aparthotel,Private room,2,1.5 baths,56.91,25,55,85,26,4.35,4.65,0.41
Rental unit in Shinjuku-ku · ★5.0 · 1 bedroom · 8 beds · 1 shared bath,Shinjuku Ku,139.70433044433594,35.698516845703125,"Shinjuku City, Japan",178381195,2018-03-14,100.0,96.0,0.0,12,t,M1300,Shared room in rental unit,Shared room,8,1 shared bath,44.39,25,48,72,5,5.0,5.0,0.08
Home in Suginami-ku · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Suginami Ku,139.62926,35.69314,"Tokyo, Japan",209649623,2018-08-15,98.0,96.0,0.0,31,t,M1300,Private room in home,Private room,2,1.5 shared baths,33.55,18,34,64,9,5.0,4.78,0.15
Rental unit in Kita · ★4.54 · 4 bedrooms · 9 beds · 2.5 baths,Kita Ku,139.73553,35.76074,"Minato City, Japan",21504159,2014-09-18,100.0,99.0,1.0,26,t,M1300,Entire rental unit,Entire home/apt,12,2.5 baths,194.24,26,50,80,26,4.54,4.35,0.44
Rental unit in Shinjuku-ku · ★4.74 · 1 bedroom · 2 beds · 1 bath,Shinjuku Ku,139.70847,35.6893,"Shinjuku, Japan",26107414,2015-01-14,100.0,100.0,1.0,20,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,231.8,0,0,0,127,4.74,4.84,2.04
Home in Shinjuku-ku · ★4.49 · 4 bedrooms · 6 beds · 2 baths,Shinjuku Ku,139.70635986328125,35.700538635253906,"Toshima, Japan",23641660,2014-11-12,100.0,94.0,1.0,1,t,M1300,Entire home,Entire home/apt,10,2 baths,318.81,9,38,68,51,4.49,4.75,0.84
Aparthotel in Kōtō-ku · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,Koto Ku,139.83822,35.697,"Koto City, Japan",33962432,2015-05-22,100.0,99.0,1.0,19,t,Hotels and Inns Business Act,Room in aparthotel,Private room,2,1.5 baths,59.69,0,0,0,32,4.75,4.47,0.51
Aparthotel in Kōtō-ku · ★4.48 · 1 bedroom · 1 bed · 1.5 baths,Koto Ku,139.83806,35.6985,"Koto City, Japan",33962432,2015-05-22,100.0,99.0,1.0,19,t,Hotels and Inns Business Act,Room in aparthotel,Private room,2,1.5 baths,57.52,23,53,83,23,4.48,4.61,0.38
Rental unit in Shinjuku-ku · ★4.81 · 3 bedrooms · 5 beds · 1 bath,Shinjuku Ku,139.70231,35.70186,"Toshima, Japan",214609376,2018-09-10,100.0,99.0,0.0,7,t,M1300,Entire rental unit,Entire home/apt,8,1 bath,447.44,0,0,0,106,4.81,4.86,1.75
Hostel in 杉並区 · ★4.47 · 1 bedroom · 6 beds · 3.5 shared baths,Suginami Ku,139.64752,35.70056,"Suginami City, Japan",38655722,2015-07-16,100.0,99.0,1.0,7,t,Hotels and Inns Business Act,Room in hostel,Hotel room,1,3.5 shared baths,33.12,23,53,83,60,4.47,4.68,0.95
Rental unit in Sumida-ku · ★4.61 · 1 bedroom · 4 beds · 1 private bath,Sumida Ku,139.8007,35.70384,"Minato City, Japan",218849633,2018-10-04,100.0,100.0,1.0,17,t,M1300,Private room in rental unit,Private room,4,1 private bath,131.24,7,31,54,49,4.61,4.45,0.78
Rental unit in Shibuya-ku · ★4.70 · 1 bedroom · 1 bed · 1 bath,Shibuya Ku,139.69665,35.65813,"Shinjuku, Japan",26107414,2015-01-14,100.0,100.0,1.0,20,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,167.32,0,0,0,182,4.7,4.85,2.89
Rental unit in Setagaya-ku · ★4.70 · 1 bedroom · 2 beds · 1 bath,Setagaya Ku,139.66564,35.66375,,167469339,2018-01-12,100.0,100.0,0.0,1,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,3,1 bath,70.15,2,2,9,110,4.7,4.98,1.75
Rental unit in Shinjuku-ku · ★4.40 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.69533,35.70266,,220149769,2018-10-11,95.0,97.0,1.0,22,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,61.0,25,54,84,43,4.4,4.86,0.7
Home in Ōta-ku · ★4.96 · 2 bedrooms · 3 beds · 1.5 baths,Ota Ku,139.7085,35.58764,"Ota City, Japan",54795673,2016-01-15,100.0,97.0,0.0,1,t,Special Economic Zoning Act,Entire home,Entire home/apt,5,1.5 baths,130.27,5,9,16,115,4.96,4.86,1.96
Rental unit in Taitō-ku · ★4.52 · 1 bedroom · 4 beds · 1 bath,Taito Ku,139.78477,35.70055,"Tokyo, Japan",155318991,2017-10-19,100.0,99.0,1.0,4,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,156.23,0,0,0,47,4.52,4.63,0.76
Rental unit in Taitō-ku · ★4.85 · 1 bedroom · 2 beds · 1 bath,Taito Ku,139.78502,35.70076,"Tokyo, Japan",155318991,2017-10-19,100.0,99.0,1.0,4,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,113.8,4,19,25,75,4.85,4.84,1.24
Rental unit in Taitō-ku · ★4.44 · 1 bedroom · 4 beds · 1 bath,Taito Ku,139.7867,35.70039,"Tokyo, Japan",155318991,2017-10-19,100.0,99.0,1.0,4,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,166.58,18,32,48,18,4.44,4.61,0.31
Rental unit in Taitō-ku · ★4.32 · 1 bedroom · 2 beds · 1 bath,Taito Ku,139.78473,35.70199,"Tokyo, Japan",155318991,2017-10-19,100.0,99.0,1.0,4,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,113.8,14,36,54,44,4.32,4.59,0.71
Rental unit in Shibuya-ku · ★4.80 · Studio · 2 beds · 1 bath,Shibuya Ku,139.69476,35.65699,"Tokyo, Japan",161213332,2017-12-04,99.14269266195886,97.12430146503549,1.0,51,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,126.36,4,11,11,56,4.8,4.88,0.91
Rental unit in Sumida-ku · ★4.57 · 1 bedroom · 2 beds · 1 bath,Sumida Ku,139.81088,35.69452,,222514121,2018-10-25,99.14269266195886,97.12430146503549,1.0,3,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,150.49,15,39,52,28,4.57,4.59,0.45
Home in Katsushika-ku · ★4.77 · 2 bedrooms · 6 beds · 1 bath,Katsushika Ku,139.85734,35.75064,"Nerima, Japan",110560505,2017-01-09,100.0,100.0,1.0,2,t,M1300,Entire home,Entire home/apt,6,1 bath,88.11,10,14,33,48,4.77,4.66,0.8
Rental unit in Shinjuku-ku · ★4.57 · 1 bedroom · 2 beds · 1 bath,Shinjuku Ku,139.708,35.71304,"Tokyo, Japan",97444720,2016-09-30,100.0,98.0,1.0,1,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,89.76,6,6,6,94,4.57,4.84,1.49
Rental unit in 新宿区 · ★4.82 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70702,35.6993,"Shinjuku City, Japan",221625584,2018-10-19,100.0,100.0,0.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,109.8,5,17,41,114,4.82,4.81,1.95
Rental unit in 新宿区 · ★4.85 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70703,35.6993,"Shinjuku City, Japan",221625584,2018-10-19,100.0,100.0,0.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,109.8,5,13,19,145,4.85,4.88,2.44
Rental unit in 新宿区 · ★4.75 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70705,35.69927,"Shinjuku City, Japan",221625584,2018-10-19,100.0,100.0,0.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,109.8,9,33,63,216,4.75,4.8,3.46
Rental unit in 新宿区 · ★4.84 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70705,35.69931,"Shinjuku City, Japan",221625584,2018-10-19,100.0,100.0,0.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,109.8,4,23,50,186,4.84,4.81,3.0
Rental unit in 新宿区 · ★4.77 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70702,35.6993,"Shinjuku City, Japan",221625584,2018-10-19,100.0,100.0,0.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,109.8,18,43,68,86,4.77,4.84,1.44
Rental unit in 新宿区 · ★4.64 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70703,35.6993,"Shinjuku City, Japan",221625584,2018-10-19,100.0,100.0,0.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,109.8,17,46,73,47,4.64,4.85,0.76
Rental unit in 新宿区 · ★4.80 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70702,35.6993,"Shinjuku City, Japan",221625584,2018-10-19,100.0,100.0,0.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,109.8,15,44,71,64,4.8,4.8,1.06
Rental unit in 新宿区 · ★4.81 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70703,35.6993,"Shinjuku City, Japan",221625584,2018-10-19,100.0,100.0,0.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,108.7,7,12,18,294,4.81,4.82,4.89
Hotel in Arakawa-ku · 1 bedroom · 2 beds · 1 private bath,Arakawa Ku,139.77984,35.73149,,151954517,2017-09-24,99.14269266195886,100.0,1.0,6,t,Hotels and Inns Business Act,Room in hotel,Hotel room,2,1 private bath,83.66,8,14,14,0,4.686044794899757,4.685286613512379,1.635216953420059
Hotel in Arakawa-ku · 1 bedroom · 2 beds · 1 private bath,Arakawa Ku,139.77826,35.73161,,151954517,2017-09-24,99.14269266195886,100.0,1.0,6,t,Hotels and Inns Business Act,Room in hotel,Hotel room,2,1 private bath,108.93,8,19,33,1,4.0,3.0,0.02
Hotel in Arakawa-ku · 1 bedroom · 1 bed · 1 private bath,Arakawa Ku,139.77815,35.73327,,151954517,2017-09-24,99.14269266195886,100.0,1.0,6,t,Hotels and Inns Business Act,Room in hotel,Hotel room,2,1 private bath,108.93,17,31,47,1,4.0,5.0,0.02
Hotel in Arakawa-ku · 1 bedroom · 3 beds · 1 private bath,Arakawa Ku,139.77794,35.73298,,151954517,2017-09-24,99.14269266195886,100.0,1.0,6,t,Hotels and Inns Business Act,Room in hotel,Hotel room,2,1 private bath,121.13,18,34,59,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in 東京都 · ★4.48 · 1 bedroom · 4 beds · 1 bath,Komae Shi,139.58176,35.63928,"Tokyo, Japan",42244167,2015-08-23,100.0,99.0,1.0,114,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,174.28,27,57,87,42,4.48,4.36,0.68
Rental unit in Shinagawa-ku · ★4.73 · 1 bedroom · 2 beds · 1 bath,Shinagawa Ku,139.71364,35.6278,"Shinagawa, Japan",173962342,2018-02-18,100.0,100.0,1.0,11,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,135.07,4,13,36,139,4.73,4.73,2.24
Condo in Taitō-ku · ★4.86 · 1 bedroom · 6 beds · 1 bath,Taito Ku,139.78484,35.70879,"Setagaya City, Japan",220834773,2018-10-15,100.0,100.0,0.0,1,t,Hotels and Inns Business Act,Entire condo,Entire home/apt,10,1 bath,408.35,0,0,0,470,4.86,4.62,7.56
Home in Nakano-ku · ★4.54 · 5 bedrooms · 7 beds · 1.5 baths,Nakano Ku,139.67039,35.72029,,220882377,2018-10-16,100.0,86.0,1.0,3,t,M1300,Entire home,Entire home/apt,16,1.5 baths,729.38,1,1,27,173,4.54,4.31,2.77
Rental unit in Toshima · ★4.81 · 1 bedroom · 3 beds · 1.5 baths,Toshima Ku,139.7136,35.74245,,133803901,2017-06-06,100.0,99.0,1.0,6,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1.5 baths,95.61,25,49,79,57,4.81,4.68,0.91
Rental unit in Toshima · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,Toshima Ku,139.71366,35.7427,,133803901,2017-06-06,100.0,99.0,1.0,6,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1.5 baths,78.26,22,52,77,72,4.64,4.51,1.15
Rental unit in Toshima · ★4.69 · 1 bedroom · 2 beds · 1.5 baths,Toshima Ku,139.71195,35.74262,,133803901,2017-06-06,100.0,99.0,1.0,6,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,3,1.5 baths,75.88,23,53,83,78,4.69,4.67,1.24
Home in Suginami-ku · ★4.96 · 2 bedrooms · 4 beds · 1 bath,Suginami Ku,139.63556,35.70129,"Suginami City, Japan",36582105,2015-06-24,100.0,100.0,0.0,3,t,Hotels and Inns Business Act,Entire home,Entire home/apt,7,1 bath,261.95,3,5,9,180,4.96,4.87,2.93
Rental unit in 杉並区 · ★5.0 · 1 bedroom · 2 beds · 1 bath,Suginami Ku,139.6154,35.71101,"Suginami, Japan",221051191,2018-10-16,100.0,100.0,0.0,1,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,67.1,10,26,47,33,5.0,4.76,0.53
Rental unit in Toshima · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,Toshima Ku,139.7119,35.74275,,133803901,2017-06-06,100.0,99.0,1.0,6,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1.5 baths,74.35,28,58,88,34,4.85,4.53,0.55
Rental unit in Toshima · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,Toshima Ku,139.71186,35.74154,,133803901,2017-06-06,100.0,99.0,1.0,6,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1.5 baths,78.26,26,56,86,49,4.76,4.59,0.78
Rental unit in 新宿区 · ★4.77 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70702,35.6993,"Shinjuku City, Japan",221625584,2018-10-19,100.0,100.0,0.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,109.8,14,34,64,142,4.77,4.75,2.29
Rental unit in 渋谷区 · ★4.64 · 1 bedroom · 1 bed · 1 bath,Shibuya Ku,139.6958799659779,35.65960329156042,"Tokyo, Japan",49589921,2015-11-22,100.0,99.0,0.0,4,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,188.34,25,55,85,98,4.64,4.81,1.56
Condo in Katsushika-ku · ★4.65 · 1 bedroom · 1 bed · 1 bath,Katsushika Ku,139.86888,35.75506,"Shinjuku, Japan",71920606,2016-05-14,100.0,100.0,0.0,38,t,Hotels and Inns Business Act,Entire condo,Entire home/apt,2,1 bath,54.78,2,11,39,46,4.65,4.57,0.75
