name,neighbourhood_cleansed,longitude,latitude,host_location,host_id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,license,property_type,room_type,accommodates,bathrooms_text,price,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_location,reviews_per_month
Rental unit in Sumida-ku · ★4.60 · 1 bedroom · 2 beds · 1 bath,Sumida Ku,139.8165292873292,35.71218446867553,"Tokyo, Japan",486130642,2022-11-02,100.0,98.0,1.0,25,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,92.18,4,4,4,15,4.6,4.93,1.21
Home in Shibuya City · ★5.0 · 1 bedroom · 2 beds · 1 private bath,Shibuya Ku,139.70947,35.67056,"Shibuya City, Japan",25523994,2015-01-03,75.0,69.0,1.0,2,t,M1300,Private room in home,Private room,2,1 private bath,312.61,18,48,78,7,5.0,5.0,0.78
Home in Ota City · ★4.78 · 3 bedrooms · 6 beds · 1 bath,Ota Ku,139.74634,35.54549,"Tokyo, Japan",247326938,2019-03-06,100.0,100.0,1.0,172,t,M1300,Entire home,Entire home/apt,8,1 bath,328.88,26,56,86,50,4.78,4.48,3.77
Rental unit in Shinjuku City · ★4.53 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.7034673,35.7016024,,266670311,2019-06-06,100.0,100.0,1.0,71,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,126.79,18,44,56,32,4.53,4.66,2.42
Rental unit in Taito City · ★4.47 · 1 bedroom · 4 beds · 1.5 baths,Taito Ku,139.79219,35.72227,,203206531,2018-07-18,100.0,100.0,1.0,8,t,M1300,Entire rental unit,Entire home/apt,8,1.5 baths,177.99,18,42,72,38,4.47,4.42,2.92
Home in Katsushika City · ★4.98 · 3 bedrooms · 3 baths,Katsushika Ku,139.84008375687966,35.75041019379259,"Tokyo, Japan",486279152,2022-11-04,100.0,100.0,0.0,2,t,Hotels and Inns Business Act,Entire home,Entire home/apt,16,3 baths,279.86,10,32,50,40,4.98,4.75,3.07
Home in Koganei · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Koganei Shi,139.52291,35.70421,,488186137,2022-11-18,100.0,88.0,1.0,1,t,M1300,Private room in home,Private room,1,1 shared bath,36.17,3,3,3,5,5.0,5.0,0.44
Rental unit in Sumida City · ★4.67 · 3 bedrooms · 7 beds · 3 baths,Sumida Ku,139.81398,35.71033,"Sumida City, Japan",52000676,2015-12-22,100.0,97.0,1.0,56,t,M1300,Entire rental unit,Entire home/apt,14,3 baths,363.38,12,12,12,3,4.67,5.0,0.36
Rental unit in Sumida City · 1 bedroom · 2 beds · 1 bath,Sumida Ku,139.8158242528457,35.70984553293436,"Sumida City, Japan",52000676,2015-12-22,100.0,97.0,1.0,56,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,88.88,30,60,90,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in Sumida City · 3 bedrooms · 6 beds · 3 baths,Sumida Ku,139.81655,35.70976,"Sumida City, Japan",52000676,2015-12-22,100.0,97.0,1.0,56,t,M1300,Entire rental unit,Entire home/apt,12,3 baths,294.54,12,12,12,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in Shibuya City · ★4.85 · 2 bedrooms · 2 beds · 1 bath,Shibuya Ku,139.71076,35.67224,"Chiyoda City, Japan",29569793,2015-03-18,100.0,99.0,1.0,16,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,400.86,26,56,86,39,4.85,4.74,3.3
Rental unit in Sumida City · ★4.73 · 2 bedrooms · 4 beds · 2 baths,Sumida Ku,139.81455,35.70971,"Sumida City, Japan",52000676,2015-12-22,100.0,97.0,1.0,56,t,M1300,Entire rental unit,Entire home/apt,8,2 baths,228.32,30,60,90,11,4.73,4.82,1.21
Boutique hotel in Koto City · 2 bedrooms · 4 beds · 1 private bath,Koto Ku,139.789518,35.675582,,488058871,2022-11-17,100.0,100.0,1.0,3,t,Hotels and Inns Business Act,Room in boutique hotel,Private room,4,1 private bath,421.44,17,42,72,0,4.686044794899757,4.685286613512379,1.635216953420059
Home in Arakawa City · ★4.71 · 2 bedrooms · 5 beds · 1 private bath,Arakawa Ku,139.79683405608026,35.72992281048168,"Arakawa City, Japan",463540656,2022-06-10,100.0,98.0,1.0,2,t,Hotels and Inns Business Act,Private room in home,Private room,8,1 private bath,118.52,7,30,47,28,4.71,4.56,2.46
Home in Sumida City · 1 bedroom · Half-bath,Sumida Ku,139.8211414,35.7134901,"Sumida, Japan",172832252,2018-02-11,100.0,99.0,1.0,6,t,Hotels and Inns Business Act,Entire home,Entire home/apt,3,Half-bath,88.47,21,51,81,2,4.0,4.5,0.25
Rental unit in Itabashi City · ★4.88 · 1 bedroom · 2 beds · 1 bath,Itabashi Ku,139.69003,35.77338,,60672245,2016-02-27,100.0,100.0,0.0,10,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,33.55,7,11,16,17,4.88,4.94,1.4
Rental unit in Shibuya City · ★4.44 · 1 bedroom · 2 beds · 1 bath,Shibuya Ku,139.71078,35.67328,"Chiyoda City, Japan",29569793,2015-03-18,100.0,99.0,1.0,16,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,261.43,21,50,80,32,4.44,4.75,2.65
Rental unit in Ome · ★4.71 · 1 bedroom · 3 beds · 1 private bath,Ome Shi,139.1831516535093,35.800122256544135,"Ome, Japan",474979321,2022-08-14,100.0,100.0,1.0,3,t,M1300,Private room in rental unit,Private room,5,1 private bath,38.34,30,60,90,14,4.71,4.93,1.78
Rental unit in Sumida · ★4.95 · 2 bedrooms · 2 beds · 1 bath,Sumida Ku,139.8128,35.71298,"Narashino, Japan",57699141,2016-02-07,100.0,100.0,0.0,22,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,6,1 bath,188.23,15,37,47,40,4.95,4.93,3.13
Rental unit in Nakano City · ★4.71 · 1 bedroom · 2 beds · 1 bath,Nakano Ku,139.67343396403197,35.68928097685507,"Tokyo, Japan",239444333,2019-01-28,100.0,99.0,1.0,6,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,3,1 bath,170.8,6,29,44,31,4.71,4.61,2.43
Rental unit in Shinjuku City · ★4.52 · 2 bedrooms · 4 beds · 1 bath,Shinjuku Ku,139.69232,35.70067,"Shinjuku City, Japan",328042566,2020-01-16,99.0,98.0,1.0,16,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,6,1 bath,212.63,8,27,39,27,4.52,4.7,2.16
Rental unit in Shibuya City · ★4.63 · 1 bedroom · 1 bed · 1 bath,Shibuya Ku,139.6822573,35.6776139,"Tokyo, Japan",489661428,2022-11-29,100.0,99.0,1.0,5,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,91.1,14,44,74,16,4.63,4.56,1.74
Rental unit in Ome · ★4.95 · 1 bedroom · 2 beds · 1 bath,Ome Shi,139.18412,35.80087,"Ome, Japan",474979321,2022-08-14,100.0,100.0,1.0,3,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,52.28,26,56,83,41,4.95,4.98,3.11
Home in Nerima City · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,Nerima Ku,139.57541,35.75805,Japan,29977398,2015-03-25,100.0,87.0,1.0,8,t,M1300,Private room in home,Private room,2,1 shared bath,61.61,24,54,84,3,4.33,5.0,0.31
Rental unit in Nakano City · ★4.84 · 1 bedroom · 2 beds · 1 bath,Nakano Ku,139.67339104868773,35.68938554337225,"Tokyo, Japan",239444333,2019-01-28,100.0,99.0,1.0,6,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,170.8,6,21,39,25,4.84,4.52,2.09
Rental unit in Shibuya City · ★4.64 · 1 bedroom · 1 bed · 1 bath,Shibuya Ku,139.68325387656066,35.67739866472296,"Tokyo, Japan",489661428,2022-11-29,100.0,99.0,1.0,5,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,91.1,8,8,8,22,4.64,4.68,2.23
Rental unit in Shibuya City · ★4.0 · 1 bedroom · 1 bed · 1 bath,Shibuya Ku,139.6815402327639,35.67850951846773,"Tokyo, Japan",489661428,2022-11-29,100.0,99.0,1.0,5,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,93.77,7,33,63,3,4.0,4.33,1.61
Rental unit in Shibuya City · ★4.20 · 1 bedroom · 1 bed · 1 bath,Shibuya Ku,139.68326,35.67864,"Tokyo, Japan",489661428,2022-11-29,100.0,99.0,1.0,5,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,91.1,9,37,61,5,4.2,4.8,2.05
Hotel in Taito City · ★4.62 · 1 bedroom · 1 bed · 0 shared baths,Taito Ku,139.78526,35.71083,"Taito, Japan",106084840,2016-12-04,100.0,99.0,1.0,15,t,Hotels and Inns Business Act,Room in hotel,Private room,1,0 shared baths,66.67,23,28,28,13,4.62,4.69,1.01
Rental unit in Chuo City · ★4.86 · 1 bedroom · 1 bed · 1 bath,Chuo Ku,139.7752233,35.6658639,,198744417,2018-06-29,100.0,100.0,1.0,24,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,3,1 bath,152.5,12,30,35,36,4.86,4.83,2.97
Rental unit in Shinjuku City · ★4.90 · 1 bedroom · 2 beds · 1 bath,Shinjuku Ku,139.69115,35.69648,"Shinjuku City, Japan",49474412,2015-11-20,100.0,100.0,0.0,14,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,176.03,6,31,61,29,4.9,4.9,2.35
Rental unit in Toshima City · ★4.77 · 1 bedroom · 2 beds · 1 bath,Toshima Ku,139.7200004,35.7343333,,244663327,2019-02-22,100.0,99.0,0.0,6,t,M1300,Entire rental unit,Entire home/apt,5,1 bath,119.04,10,21,42,22,4.77,4.45,2.39
Hotel in Chiyoda -ku · ★4.67 · 1 bedroom · 1 bed · 1 private bath,Chiyoda Ku,139.7808532714843,35.69615936279297,,375928519,2020-11-16,100.0,99.0,0.0,16,t,Hotels and Inns Business Act,Room in hotel,Private room,2,1 private bath,244.0,27,56,86,9,4.67,4.67,0.72
Home in Katsushika City · ★4.70 · 2 bedrooms · 1.5 baths,Katsushika Ku,139.8298058,35.74731269999999,Japan,30706521,2015-04-06,100.0,100.0,1.0,3,t,Hotels and Inns Business Act,Entire home,Entire home/apt,5,1.5 baths,169.58,12,22,33,30,4.7,4.57,2.47
Rental unit in Taito City · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,Taito Ku,139.78478,35.71268,"Taito, Japan",106084840,2016-12-04,100.0,99.0,1.0,15,t,Hotels and Inns Business Act,Private room in rental unit,Private room,2,1 shared bath,54.47,19,49,53,10,4.4,4.5,0.85
Rental unit in Sumida City · ★4.76 · 2 bedrooms · 3 beds · 1 bath,Sumida Ku,139.80673,35.69249,"Tokyo, Japan",486821578,2022-11-07,100.0,97.0,0.0,15,t,M1300,Entire rental unit,Entire home/apt,6,1 bath,158.03,1,1,1,29,4.76,4.59,2.45
Rental unit in Itabashi City · ★4.22 · 1 bedroom · 1 bed · 1 shared bath,Itabashi Ku,139.67564882025857,35.763943779114406,"Tokyo, Japan",73463626,2016-05-23,98.0,100.0,1.0,41,t,M1300,Private room in rental unit,Private room,1,1 shared bath,63.98,25,55,85,9,4.22,4.44,0.81
Home in Adachi City · 1 bedroom · 1 bed,Adachi Ku,139.79644,35.75464,"Tokyo, Japan",196519408,2018-06-19,100.0,69.0,1.0,9,t,Hotels and Inns Business Act,Shared room in home,Shared room,1,,183.28,0,0,0,2,5.0,4.5,0.19
Hotel in Taito City · ★4.67 · 1 bedroom · 4 beds · 1 private bath,Taito Ku,139.7786,35.71588,"Tokyo, Japan",486824577,2022-11-07,100.0,96.0,1.0,31,t,Hotels and Inns Business Act,Room in hotel,Private room,4,1 private bath,233.03,0,7,31,27,4.67,4.81,2.25
Home in Taito City · ★4.80 · 2 bedrooms · 2 beds · 1 private bath,Taito Ku,139.78897,35.71457,"Tokyo, Japan",66429721,2016-04-09,100.0,100.0,1.0,5,t,Hotels and Inns Business Act,Private room in home,Private room,7,1 private bath,91.5,0,0,0,55,4.8,4.73,4.23
Rental unit in Shinjuku City · ★4.80 · 2 bedrooms · 3 beds · 2 baths,Shinjuku Ku,139.70688,35.70077,"Tokyo, Japan",219636782,2018-10-09,100.0,100.0,1.0,41,t,M1300,Entire rental unit,Entire home/apt,4,2 baths,195.02,7,11,24,5,4.8,4.8,1.22
Hotel in Taito City · ★4.70 · 1 bedroom · 4 beds · 1 private bath,Taito Ku,139.77839,35.71459,"Tokyo, Japan",486824577,2022-11-07,100.0,96.0,1.0,31,t,Hotels and Inns Business Act,Room in hotel,Private room,4,1 private bath,229.1,7,13,24,23,4.7,4.65,1.89
Rental unit in Shinjuku City · ★4.53 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70502,35.69954,"Tokyo, Japan",219636782,2018-10-09,100.0,100.0,1.0,41,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,152.68,0,0,0,14,4.53,4.6,1.35
Hotel in Taito City · ★4.95 · 1 bedroom · 4 beds · 1 private bath,Taito Ku,139.78002,35.71642,"Tokyo, Japan",486824577,2022-11-07,100.0,96.0,1.0,31,t,Hotels and Inns Business Act,Room in hotel,Private room,6,1 private bath,428.35,6,16,30,21,4.95,4.9,1.73
Rental unit in Toshima City · ★4.89 · 1 bedroom · 2 beds · 1 private bath,Toshima Ku,139.7160102,35.7337334,"Arakawa City, Japan",229005794,2018-12-04,100.0,99.0,0.0,9,t,Hotels and Inns Business Act,Private room in rental unit,Private room,2,1 private bath,73.2,25,55,85,18,4.89,4.89,1.46
Hotel in Taito City · ★4.82 · 1 bedroom · 4 beds · 1 private bath,Taito Ku,139.77893,35.7162,"Tokyo, Japan",486824577,2022-11-07,100.0,96.0,1.0,31,t,Hotels and Inns Business Act,Room in hotel,Private room,7,1 private bath,475.98,0,0,0,43,4.82,4.89,3.46
Rental unit in Shibuya City · ★4.86 · 1 bedroom · 2 beds · 1 bath,Shibuya Ku,139.70931819089395,35.65683598817218,"Shinagawa City, Japan",220137081,2018-10-11,100.0,100.0,0.0,2,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,396.5,0,0,0,14,4.86,4.86,1.24
Home in Edogawa City · ★4.50 · 1 bedroom · 1 bed · 2.5 shared baths,Edogawa Ku,139.8963960868097,35.74012300223768,"Edogawa City, Japan",49237439,2015-11-17,100.0,100.0,1.0,17,t,M1300,Private room in home,Private room,3,2.5 shared baths,18.04,30,60,90,6,4.5,4.5,0.48
Rental unit in Nakano City · ★4.80 · 2 bedrooms · 2 beds · 1 bath,Nakano Ku,139.6730618,35.6979006,"Tokyo, Japan",17228309,2014-06-25,100.0,100.0,0.0,18,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,96.73,0,0,0,34,4.8,4.71,2.94
Home in Itabashi City · ★4.70 · 1 bedroom · 3 beds · 1.5 baths,Itabashi Ku,139.68025287081477,35.767733789451384,,489800214,2022-12-01,100.0,98.0,1.0,6,t,M1300,Entire home,Entire home/apt,3,1.5 baths,111.54,29,55,78,10,4.7,4.5,0.82
Home in Toshima City · ★4.71 · 5 bedrooms · 8 beds · 3 baths,Toshima Ku,139.7051782,35.729219,"Arakawa City, Japan",77076382,2016-06-11,100.0,100.0,1.0,3,t,M1300,Entire home,Entire home/apt,12,3 baths,488.0,0,0,0,38,4.71,4.92,2.99
Rental unit in Shibuya City · ★4.63 · 2 bedrooms · 4 beds · 1 bath,Shibuya Ku,139.71051,35.67154,"Chiyoda City, Japan",29569793,2015-03-18,100.0,99.0,1.0,16,t,M1300,Entire rental unit,Entire home/apt,5,1 bath,427.0,15,45,75,32,4.63,4.88,2.59
Rental unit in Ota City · ★4.86 · 1 bedroom · 16 beds · Half-bath,Ota Ku,139.69731298269136,35.563371534689075,"Ota City, Japan",333093782,2020-02-03,100.0,100.0,0.0,4,t,M1300,Entire rental unit,Entire home/apt,16,Half-bath,402.6,0,0,0,21,4.86,4.64,1.77
Hotel in Edogawa City · 1 bedroom · 1 bed · 1 private bath,Edogawa Ku,139.86018559259034,35.663327432658484,,489799972,2022-12-01,99.14269266195886,100.0,1.0,1,t,Hotels and Inns Business Act,Room in hotel,Private room,1,1 private bath,183.28,0,0,0,0,4.686044794899757,4.685286613512379,1.635216953420059
Rental unit in Shibuya City · ★4.75 · 1 bedroom · 2 beds · 1 bath,Shibuya Ku,139.70943,35.67342,"Chiyoda City, Japan",29569793,2015-03-18,100.0,99.0,1.0,16,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,418.28,23,53,83,36,4.75,4.83,2.92
Rental unit in Toshima City · ★4.80 · 1 bedroom · 2 beds · 1.5 baths,Toshima Ku,139.72581,35.72912,"Tokyo, Japan",9496512,2013-10-18,100.0,100.0,0.0,3,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,3,1.5 baths,160.12,22,39,66,5,4.8,5.0,0.4
Home in Nerima City · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Nerima Ku,139.575933,35.7544,Japan,29977398,2015-03-25,100.0,87.0,1.0,8,t,M1300,Private room in home,Private room,2,1 shared bath,64.05,26,56,86,8,4.5,4.75,0.66
Hotel in Chiyoda-ku · ★4.33 · 2 bedrooms · 4 beds · 1 private bath,Chiyoda Ku,139.780853,35.696159,,375928519,2020-11-16,100.0,99.0,0.0,16,t,Hotels and Inns Business Act,Room in hotel,Private room,4,1 private bath,366.0,25,54,84,9,4.33,4.22,0.73
Rental unit in Toshima City · ★4.56 · 1 bedroom · 2 beds · 1 bath,Toshima Ku,139.7023259,35.7343245,"Shinjuku, Japan",214640453,2018-09-10,100.0,100.0,1.0,64,t,M1300,Entire rental unit,Entire home/apt,5,1 bath,177.03,4,21,31,16,4.56,4.38,1.25
Rental unit in Sumida City · ★4.50 · 1 bedroom · 2 beds · 1 bath,Sumida Ku,139.81472,35.70641,"Sumida City, Japan",52000676,2015-12-22,100.0,97.0,1.0,56,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,110.67,29,59,89,6,4.5,4.67,0.59
Rental unit in Minato City · 1 bedroom · 4 beds · 1 shared bath,Minato Ku,139.7367266,35.6474318,"Minato City, Japan",218369769,2018-10-02,100.0,96.0,1.0,22,t,Hotels and Inns Business Act,Private room in rental unit,Private room,2,1 shared bath,47.58,8,38,42,2,4.5,5.0,0.2
Home in Taito City · ★4.88 · 2 bedrooms · 2 beds · 2 baths,Taito Ku,139.78871,35.71425,"Tokyo, Japan",66429721,2016-04-09,100.0,100.0,1.0,5,t,Hotels and Inns Business Act,Private room in home,Private room,7,2 baths,118.86,8,13,33,50,4.88,4.88,3.87
Home in Taito City · ★4.47 · 1 bedroom · 2 beds · 1 private bath,Taito Ku,139.7897123,35.71351260000001,"Tokyo, Japan",66429721,2016-04-09,100.0,100.0,1.0,5,t,Hotels and Inns Business Act,Private room in home,Private room,2,1 private bath,51.42,18,48,78,43,4.47,4.72,3.32
Home in Taito City · ★4.66 · 1 bedroom · 2 beds · 1 private bath,Taito Ku,139.7901318,35.7134117,"Tokyo, Japan",66429721,2016-04-09,100.0,100.0,1.0,5,t,Hotels and Inns Business Act,Private room in home,Private room,3,1 private bath,52.28,7,31,58,47,4.66,4.74,3.62
Rental unit in Koto City · ★5.0 · 1 bedroom · 1 bed · 1 bath,Koto Ku,139.837242,35.6979992,"Koto City, Japan",33962432,2015-05-22,100.0,99.0,1.0,19,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,43.92,25,55,85,7,5.0,4.71,0.58
Rental unit in Shinjuku City · ★4.84 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.70741012786937,35.70094047861546,,485405415,2022-10-28,100.0,100.0,1.0,5,f,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,104.57,0,0,0,18,4.84,4.63,4.12
Rental unit in Shinjuku City · ★4.89 · 1 bedroom · 1 bed · 1 bath,Shinjuku Ku,139.7069886160021,35.70262767423966,,485405415,2022-10-28,100.0,100.0,1.0,5,f,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,2,1 bath,113.72,9,24,51,9,4.89,4.67,6.0
Serviced apartment in Ota City · ★4.95 · 1 bedroom · 3 beds · 1 bath,Ota Ku,139.720569,35.5592969,"Setagaya City, Japan",46428265,2015-10-13,100.0,100.0,0.0,11,t,Special Economic Zoning Act,Entire serviced apartment,Entire home/apt,4,1 bath,106.32,0,0,0,43,4.95,4.8,3.59
Serviced apartment in Ota City · ★4.96 · 1 bedroom · 3 beds · 1 bath,Ota Ku,139.72049374133348,35.55939714357044,"Setagaya City, Japan",46428265,2015-10-13,100.0,100.0,0.0,11,t,Special Economic Zoning Act,Entire serviced apartment,Entire home/apt,6,1 bath,126.36,9,23,37,47,4.96,4.87,3.88
Serviced apartment in Ota City · ★4.94 · 1 bedroom · 3 beds · 1 bath,Ota Ku,139.7204900532961,35.559398507328,"Setagaya City, Japan",46428265,2015-10-13,100.0,100.0,0.0,11,t,Special Economic Zoning Act,Entire serviced apartment,Entire home/apt,6,1 bath,117.64,8,28,38,33,4.94,4.85,2.73
Serviced apartment in Ota City · ★4.90 · 1 bedroom · 3 beds · 1 bath,Ota Ku,139.720569,35.5592969,"Setagaya City, Japan",46428265,2015-10-13,100.0,100.0,0.0,11,t,Special Economic Zoning Act,Entire serviced apartment,Entire home/apt,4,1 bath,115.9,6,10,27,42,4.9,4.76,3.44
Rental unit in Shibuya City · ★4.71 · 1 bedroom · 2 beds · 1 bath,Shibuya Ku,139.69569,35.6583,"Ueda, Japan",101313377,2016-10-26,100.0,100.0,0.0,4,t,M1300,Entire rental unit,Entire home/apt,5,1 bath,189.97,19,45,60,21,4.71,4.95,1.67
Rental unit in Setagaya City · 2 bedrooms · 2 beds · 2 baths,Setagaya Ku,139.66811369814758,35.63954055623363,"Tokyo, Japan",46049093,2015-10-08,100.0,100.0,1.0,5,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,7,2 baths,299.77,19,49,79,0,4.686044794899757,4.685286613512379,1.635216953420059
Hotel in Taito City · ★4.73 · 1 bedroom · 2 beds · 1 shared bath,Taito Ku,139.78332,35.71117,"Taito, Japan",106084840,2016-12-04,100.0,99.0,1.0,15,t,Hotels and Inns Business Act,Room in hotel,Private room,4,1 shared bath,142.92,24,54,58,11,4.73,4.73,0.99
Rental unit in Shinjuku City · ★4.62 · 1 bedroom · 2 beds · 1 bath,Shinjuku Ku,139.704759,35.699898,,266670311,2019-06-06,100.0,100.0,1.0,71,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,113.28,26,56,86,29,4.62,4.66,2.31
Rental unit in Shinjuku City · ★4.92 · 2 bedrooms · 2 beds · 2 baths,Shinjuku Ku,139.70764,35.70103,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,2 baths,198.32,0,0,0,38,4.92,4.97,3.02
Hotel in Taito City · ★4.77 · 1 bedroom · 4 beds · 1 private bath,Taito Ku,139.78322,35.7113,"Taito, Japan",106084840,2016-12-04,100.0,99.0,1.0,15,t,Hotels and Inns Business Act,Room in hotel,Private room,4,1 private bath,177.77,6,29,58,35,4.77,4.82,2.87
Rental unit in Suginami-ku · ★4.75 · 2 bedrooms · 3 beds · 1 bath,Suginami Ku,139.65262109175455,35.68270312455477,"Tokyo, Japan",490397315,2022-12-05,100.0,100.0,1.0,2,t,M1300,Entire rental unit,Entire home/apt,5,1 bath,142.9,0,0,0,24,4.75,4.58,3.0
Rental unit in Suginami-ku · ★4.67 · 1 bedroom · 2 beds · 1 bath,Suginami Ku,139.65245688220514,35.68433308072961,"Tokyo, Japan",490397315,2022-12-05,100.0,100.0,1.0,2,t,M1300,Entire rental unit,Entire home/apt,3,1 bath,80.38,1,8,37,12,4.67,4.5,1.93
Rental unit in Shinjuku City · ★4.96 · 2 bedrooms · 2 beds · 1 bath,Shinjuku Ku,139.70990350365844,35.69381560435479,"Tokyo, Japan",112062884,2017-01-18,100.0,99.0,0.0,3,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,195.2,3,10,22,27,4.96,4.78,2.2
Hotel in Taito City · 1 bedroom · 2 beds · 1 private bath,Taito Ku,139.7856,35.71194,"Taito, Japan",106084840,2016-12-04,100.0,99.0,1.0,15,t,Hotels and Inns Business Act,Room in hotel,Private room,4,1 private bath,145.53,27,32,32,1,4.0,5.0,0.08
Rental unit in Taito City · ★3.88 · 1 bedroom · 1 bed · 1 bath,Taito Ku,139.7968339,35.7222923,,488934392,2022-11-24,100.0,100.0,1.0,2,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,116.77,25,51,81,8,3.88,4.0,0.68
Rental unit in Kita City · ★4.88 · 3 bedrooms · 5 beds · 1 bath,Kita Ku,139.7184101275922,35.76194689965406,,60672245,2016-02-27,100.0,100.0,0.0,10,t,M1300,Entire rental unit,Entire home/apt,8,1 bath,94.03,16,39,62,8,4.88,4.88,2.93
Condo in Koto City · ★4.91 · 1 bedroom · 2 beds · 1 bath,Koto Ku,139.82763089239597,35.694879986521954,"Tokyo, Japan",377696793,2020-11-30,100.0,100.0,0.0,7,t,Hotels and Inns Business Act,Entire condo,Entire home/apt,3,1 bath,91.19,25,55,78,11,4.91,5.0,0.91
Home in Sumida City · ★4.90 · 2 bedrooms · 3 beds · 1 bath,Sumida Ku,139.81417,35.7268,,216916738,2018-09-23,100.0,95.0,0.0,2,t,Hotels and Inns Business Act,Entire home,Entire home/apt,6,1 bath,186.48,8,21,27,51,4.9,4.33,4.15
Rental unit in Taito City · ★4.06 · 1 bedroom · 1 bath,Taito Ku,139.7968339,35.7222923,,488934392,2022-11-24,100.0,100.0,1.0,2,t,M1300,Entire rental unit,Entire home/apt,2,1 bath,116.77,25,51,75,18,4.06,3.56,1.37
Rental unit in Edogawa City · ★4.86 · 1 bedroom · 2 beds · 1 bath,Edogawa Ku,139.86007,35.66461,"Edogawa City, Japan",149643001,2017-09-08,100.0,100.0,0.0,18,t,M1300,Entire rental unit,Entire home/apt,4,1 bath,204.35,7,18,30,22,4.86,4.95,1.89
Home in Taito City · ★4.89 · 3 bedrooms · 4 beds · 1 bath,Taito Ku,139.79978,35.71427,"Shinjuku City, Japan",374235864,2020-11-02,100.0,100.0,0.0,6,t,M1300,Entire home,Entire home/apt,6,1 bath,252.45,0,0,0,44,4.89,4.89,3.5
Rental unit in Shinjuku-ku · ★4.75 · 1 bedroom · 2 beds · 1 bath,Shinjuku Ku,139.7227903057008,35.699950254883454,"Tokyo, Japan",490421416,2022-12-06,100.0,100.0,1.0,5,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,1 bath,78.43,1,20,50,53,4.75,4.72,4.31
Home in Toshima City · ★4.71 · 3 bedrooms · 5 beds · 1 bath,Toshima Ku,139.7034736576699,35.727874413449456,"Tokyo, Japan",486302890,2022-11-04,100.0,100.0,0.0,2,t,M1300,Entire home,Entire home/apt,6,1 bath,270.14,5,5,5,34,4.71,4.62,2.79
Rental unit in Shinjuku City · ★4.86 · 2 bedrooms · 2 beds · 2 baths,Shinjuku Ku,139.70821,35.69966,"Shinjuku, Japan",106357494,2016-12-06,100.0,100.0,0.0,51,t,Hotels and Inns Business Act,Entire rental unit,Entire home/apt,4,2 baths,208.27,1,6,14,43,4.86,4.81,3.36
Home in Setagaya City · ★4.93 · 1 bedroom · 2 beds · 1.5 shared baths,Setagaya Ku,139.63090651744386,35.66496481302741,"Setagaya City, Japan",484739346,2022-10-23,100.0,99.0,1.0,5,t,M1300,Private room in home,Private room,2,1.5 shared baths,66.92,4,22,44,15,4.93,4.73,1.21
